timestamp,open,high,low,close,volume
2024-12-01 08:00:00,235.46,235.76,235.35,235.66,6305.052
2024-12-01 08:05:00,235.65,235.8,235.48,235.54,5622.389
2024-12-01 08:10:00,235.53,236.1,235.53,236.08,14400.675
2024-12-01 08:15:00,236.09,236.26,235.97,236.26,5957.893
2024-12-01 08:20:00,236.26,236.47,236.24,236.29,6045.539
2024-12-01 08:25:00,236.29,236.86,236.12,236.56,43270.3
2024-12-01 08:30:00,236.56,236.95,236.23,236.74,10961.772
2024-12-01 08:35:00,236.73,237.63,236.55,237.23,13305.924
2024-12-01 08:40:00,237.24,237.7,237.03,237.69,26169.349
2024-12-01 08:45:00,237.69,237.97,237.48,237.97,21798.642
2024-12-01 08:50:00,237.97,238.74,237.89,238.49,23540.168
2024-12-01 08:55:00,238.49,238.66,238.02,238.5,10777.576
2024-12-01 09:00:00,238.5,238.67,237.67,237.68,13409.832
2024-12-01 09:05:00,237.68,237.99,237.66,237.76,8019.276
2024-12-01 09:10:00,237.76,237.77,237.56,237.72,4860.259
2024-12-01 09:15:00,237.72,237.87,237.27,237.44,23469.824
2024-12-01 09:20:00,237.45,237.45,236.82,237.18,16349.636
2024-12-01 09:25:00,237.18,237.35,236.88,237.11,5185.279
2024-12-01 09:30:00,237.11,237.37,236.95,237.34,4528.892
2024-12-01 09:35:00,237.34,237.65,237.24,237.47,9250.636
2024-12-01 09:40:00,237.46,237.71,237.41,237.66,5231.673
2024-12-01 09:45:00,237.67,237.67,237.38,237.49,3301.885
2024-12-01 09:50:00,237.5,237.64,237.4,237.47,4204.564
2024-12-01 09:55:00,237.46,237.6,237.46,237.56,3721.784
2024-12-01 10:00:00,237.55,237.63,237.13,237.25,4180.162
2024-12-01 10:05:00,237.24,237.26,236.89,236.99,3421.993
2024-12-01 10:10:00,237.0,237.26,236.97,237.05,2689.319
2024-12-01 10:15:00,237.05,237.05,236.6,236.83,4084.688
2024-12-01 10:20:00,236.83,236.93,236.7,236.93,4600.403
2024-12-01 10:25:00,236.93,236.96,236.66,236.79,2638.196
2024-12-01 10:30:00,236.79,236.86,235.52,235.75,9136.734
2024-12-01 10:35:00,235.75,235.89,235.52,235.64,5673.083
2024-12-01 10:40:00,235.65,236.25,235.64,236.18,4045.349
2024-12-01 10:45:00,236.18,236.34,235.76,236.11,9563.315
2024-12-01 10:50:00,236.11,236.3,235.92,236.15,4696.152
2024-12-01 10:55:00,236.15,236.22,236.0,236.16,4397.989
2024-12-01 11:00:00,236.16,236.65,236.06,236.46,4232.799
2024-12-01 11:05:00,236.46,236.56,236.32,236.55,2567.305
2024-12-01 11:10:00,236.56,236.65,236.44,236.47,3559.78
2024-12-01 11:15:00,236.47,236.56,236.25,236.55,4750.704
2024-12-01 11:20:00,236.56,236.84,236.4,236.77,3796.346
2024-12-01 11:25:00,236.78,237.18,236.78,237.12,4276.038
2024-12-01 11:30:00,237.11,237.28,236.93,237.11,3631.303
2024-12-01 11:35:00,237.11,237.13,236.68,237.0,4958.565
2024-12-01 11:40:00,237.0,237.16,236.69,236.7,9072.261
2024-12-01 11:45:00,236.69,236.76,236.5,236.51,3463.814
2024-12-01 11:50:00,236.51,236.98,236.5,236.78,6375.676
2024-12-01 11:55:00,236.78,237.13,236.74,237.09,7083.291
2024-12-01 12:00:00,237.09,237.25,236.91,236.92,12356.418
2024-12-01 12:05:00,236.92,237.31,236.85,237.17,4927.953
2024-12-01 12:10:00,237.18,237.36,237.13,237.15,5544.552
2024-12-01 12:15:00,237.14,237.21,236.7,236.91,4445.876
2024-12-01 12:20:00,236.92,237.16,236.85,237.06,4243.391
2024-12-01 12:25:00,237.06,237.36,237.0,237.08,2776.614
2024-12-01 12:30:00,237.08,237.19,236.52,236.68,8294.916
2024-12-01 12:35:00,236.68,236.81,236.55,236.76,4125.433
2024-12-01 12:40:00,236.75,237.29,236.61,237.27,6267.693
2024-12-01 12:45:00,237.27,237.28,236.75,236.77,7755.734
2024-12-01 12:50:00,236.77,236.94,236.65,236.93,6709.637
2024-12-01 12:55:00,236.92,237.2,236.82,236.96,3730.884
2024-12-01 13:00:00,236.96,236.99,236.15,236.46,16977.947
2024-12-01 13:05:00,236.46,237.21,236.46,237.21,9625.349
2024-12-01 13:10:00,237.21,237.51,237.2,237.5,7576.009
2024-12-01 13:15:00,237.51,237.86,237.32,237.79,9090.009
2024-12-01 13:20:00,237.78,238.17,237.7,237.89,29641.258
2024-12-01 13:25:00,237.89,238.42,237.85,238.18,23597.502
2024-12-01 13:30:00,238.17,238.45,237.92,238.0,10403.767
2024-12-01 13:35:00,238.01,238.12,237.82,238.02,6390.475
2024-12-01 13:40:00,238.01,238.17,237.43,237.64,8575.058
2024-12-01 13:45:00,237.65,237.77,237.38,237.67,4257.548
2024-12-01 13:50:00,237.67,238.17,237.66,238.03,6365.114
2024-12-01 13:55:00,238.02,238.2,237.59,237.85,6457.012
2024-12-01 14:00:00,237.84,237.94,237.31,237.82,5536.053
2024-12-01 14:05:00,237.82,238.38,237.75,238.33,7628.566
2024-12-01 14:10:00,238.34,238.34,238.04,238.04,6050.574
2024-12-01 14:15:00,238.03,238.38,237.86,238.36,14636.482
2024-12-01 14:20:00,238.36,238.5,238.34,238.5,4695.548
2024-12-01 14:25:00,238.49,238.73,237.98,237.98,13220.745
2024-12-01 14:30:00,237.98,238.04,236.96,237.03,16065.862
2024-12-01 14:35:00,237.02,237.84,236.81,237.77,9287.271
2024-12-01 14:40:00,237.77,237.87,237.61,237.67,4051.239
2024-12-01 14:45:00,237.67,238.16,237.56,238.13,6064.916
2024-12-01 14:50:00,238.12,238.34,237.75,238.08,18328.447
2024-12-01 14:55:00,238.08,238.19,237.96,238.1,5472.921
2024-12-01 15:00:00,238.1,238.15,237.5,237.61,6699.958
2024-12-01 15:05:00,237.6,238.04,237.4,238.01,8432.205
2024-12-01 15:10:00,238.0,238.07,237.17,237.74,11208.34
2024-12-01 15:15:00,237.74,238.14,237.69,238.08,6827.665
2024-12-01 15:20:00,238.08,238.34,237.75,238.25,7780.574
2024-12-01 15:25:00,238.24,239.16,238.19,239.15,10474.235
2024-12-01 15:30:00,239.16,239.21,238.73,239.05,13574.118
2024-12-01 15:35:00,239.04,239.32,238.9,239.12,9798.024
2024-12-01 15:40:00,239.12,239.17,238.59,238.67,9032.205
2024-12-01 15:45:00,238.67,239.18,238.66,238.83,5768.563
2024-12-01 15:50:00,238.82,238.88,238.6,238.66,7781.776
2024-12-01 15:55:00,238.66,238.66,238.06,238.5,8703.674
2024-12-01 16:00:00,238.51,238.93,238.5,238.88,6842.591
2024-12-01 16:05:00,238.88,239.29,238.5,238.52,12230.627
2024-12-01 16:10:00,238.53,239.12,238.45,239.01,9472.388
2024-12-01 16:15:00,239.02,239.22,238.63,238.94,10188.735
2024-12-01 16:20:00,238.93,239.4,238.68,239.39,8984.506
2024-12-01 16:25:00,239.39,239.41,239.04,239.23,6073.527
2024-12-01 16:30:00,239.23,239.36,238.9,239.04,5848.555
2024-12-01 16:35:00,239.05,239.08,238.86,238.92,13556.619
2024-12-01 16:40:00,238.92,239.05,238.87,238.94,4862.494
2024-12-01 16:45:00,238.94,239.04,238.61,238.67,7943.971
2024-12-01 16:50:00,238.66,238.66,238.43,238.51,4017.181
2024-12-01 16:55:00,238.52,238.53,238.0,238.08,7319.682
2024-12-01 17:00:00,238.08,238.09,237.31,237.37,8576.151
2024-12-01 17:05:00,237.37,237.49,236.89,237.46,8838.142
2024-12-01 17:10:00,237.47,237.56,236.97,237.12,5353.448
2024-12-01 17:15:00,237.11,237.13,236.39,236.54,8467.053
2024-12-01 17:20:00,236.55,236.81,236.37,236.75,8070.835
2024-12-01 17:25:00,236.75,236.86,236.34,236.51,6749.666
2024-12-01 17:30:00,236.51,237.12,236.5,237.12,8259.954
2024-12-01 17:35:00,237.12,237.12,236.49,236.84,6820.829
2024-12-01 17:40:00,236.84,236.92,236.5,236.54,13659.391
2024-12-01 17:45:00,236.54,236.97,236.17,236.65,19391.447
2024-12-01 17:50:00,236.64,237.01,236.56,236.94,7285.219
2024-12-01 17:55:00,236.93,237.06,236.93,237.02,4112.552
2024-12-01 18:00:00,237.01,237.61,236.83,237.6,10131.456
2024-12-01 18:05:00,237.59,237.62,237.34,237.43,5202.835
2024-12-01 18:10:00,237.43,237.43,237.11,237.24,2249.23
2024-12-01 18:15:00,237.25,237.31,236.9,236.91,3075.403
2024-12-01 18:20:00,236.91,237.36,236.83,237.32,5466.016
2024-12-01 18:25:00,237.33,237.36,236.98,237.36,3264.532
2024-12-01 18:30:00,237.35,237.41,236.89,236.99,3386.823
2024-12-01 18:35:00,237.0,237.13,236.73,237.07,4545.371
2024-12-01 18:40:00,237.07,237.16,236.86,236.88,3147.033
2024-12-01 18:45:00,236.87,236.91,236.56,236.82,4471.965
2024-12-01 18:50:00,236.82,236.9,236.36,236.4,5070.011
2024-12-01 18:55:00,236.4,236.4,235.94,236.18,9678.472
2024-12-01 19:00:00,236.18,236.46,235.75,236.4,7006.503
2024-12-01 19:05:00,236.39,236.99,236.12,236.56,7057.937
2024-12-01 19:10:00,236.55,236.66,236.35,236.35,5799.558
2024-12-01 19:15:00,236.36,236.5,235.62,235.79,11617.945
2024-12-01 19:20:00,235.79,235.79,235.14,235.27,22418.955
2024-12-01 19:25:00,235.27,235.68,235.05,235.56,12695.302
2024-12-01 19:30:00,235.57,235.95,235.35,235.85,5814.388
2024-12-01 19:35:00,235.84,236.06,235.6,235.6,6684.742
2024-12-01 19:40:00,235.6,235.77,235.35,235.37,15584.302
2024-12-01 19:45:00,235.36,235.58,235.05,235.11,13612.488
2024-12-01 19:50:00,235.11,236.0,235.06,235.98,8794.236
2024-12-01 19:55:00,235.98,236.66,235.86,236.29,13068.181
2024-12-01 20:00:00,236.28,236.62,235.49,235.5,10980.338
2024-12-01 20:05:00,235.49,235.73,235.04,235.12,9483.477
2024-12-01 20:10:00,235.12,235.45,235.0,235.34,10302.87
2024-12-01 20:15:00,235.34,235.6,235.03,235.6,7471.212
2024-12-01 20:20:00,235.59,235.65,235.1,235.24,5783.637
2024-12-01 20:25:00,235.24,235.25,234.5,234.64,30988.216
